epoch,loss,val_AUPRC,val_AUROC
1,0.599,0.8064,0.8428
2,0.5612,0.804,0.846
3,0.5497,0.8196,0.8637
4,5352,0.8353,0.8815
5,0.523,0.8472,0.8931
6,0.4801,0.8745,0.9242
7,0.4756,0.8779,0.9255
8,0.4715,0.8788,0.9267
9,0.468,0.8807,0.927
10,0.4648,0.8809,0.9277
11,0.4621,0.8784,0.9269
12,0.4595,0.8768,0.9271
13,0.4574,0.8796,0.927
14,0.4554,0.8785,0.9266
15,0.4536,0.8768,0.9257
