epoch,train_loss,val_AUPRC,val_AUROC
1,0.1144719996535282,0.700954884108137,0.6212693491403193
2,0.21231939463883556,0.7458074452330192,0.6937130712986964
3,0.20153927721025997,0.736771852165948,0.6810607115642378
4,0.19967486091301379,0.5236336920040563,0.5097167757174292
5,0.1786058470610431,0.6703156112046961,0.70527569613161
6,0.17611132850568084,0.695916980066065,0.7405361055806936
7,0.17548444561489568,0.7183085370317858,0.7562551970118611
8,0.1752872412112162,0.7319336006435708,0.764704389633738
9,0.1751375826318847,0.7462057124737934,0.773377988173037
10,0.17508089338341312,0.7484990846923493,0.7727238108989583
11,0.17379537650598365,0.7689131936946518,0.7839436491068842
12,0.17784330776068677,0.5684960312169487,0.5986779307648942
13,0.1734505101378425,0.7534742241511688,0.7702639943740719
14,0.17830720957715263,0.697182800484713,0.7401957193638886
15,0.165877644026553,0.7348284335337927,0.6891165262056587
16,0.20206319700427638,0.7461779741065561,0.6959194263493654
17,0.1899216103315044,0.7696399571955505,0.7420259761060053
18,0.19272149915485665,0.777186539098813,0.7663604882144661
19,0.17776296344092224,0.785289981608788,0.7896513049292561
20,0.17590119004262741,0.7617436624977814,0.7798664534329881
21,0.17457467728996545,0.7694157937942505,0.7847145952692126
22,0.17415084184379212,0.7642258452054925,0.7795059570735254
23,0.1735362209626509,0.7606198373730777,0.7784150854774567
24,0.1719054632047704,0.7573783111620628,0.7778844451555764
25,0.17186326260412763,0.6426345142481492,0.7204816764448494
26,0.16719323369253747,0.553942195798884,0.5683840114711292
27,0.2028353639619496,0.42178128634226303,0.37664164064877304
28,0.17564428685985425,0.5167107633635235,0.5304698802256306
29,0.1751957981678153,0.706035585799183,0.7550599041393626
