epoch,loss,val_AUPRC,val_AUROC
1,0.5988263083967154,0.8027240264019282,0.8408643126111474
2,0.560845503607867,0.7995324622928266,0.8438209559025547
3,0.5498732916680079,0.8129163185840601,0.860136436692229
4,0.5355828611019697,0.8279388977074057,0.8771617712985552
5,0.5230115826774204,0.8416671534548451,0.8894864452314457
6,0.5128581509499887,0.8509981899730512,0.8998146309257647
7,0.5043157809085697,0.857095802270639,0.9055467436662473
8,0.49694297966540013,0.8639155624797393,0.9123405292401537
9,0.49042157999996105,0.8661545088200626,0.9156045849648771
10,0.48477317163278166,0.8714992898231173,0.91919902284516
11,0.47968776570754634,0.8707270080271057,0.9205333172268364
12,0.4753271924920244,0.8736700156686743,0.9219150069547086
13,0.4713119232623446,0.8734091180060062,0.9229741411847198
14,0.4678119174727572,0.8750808752908468,0.9236311903636015
15,0.46467278002914497,0.8747395784979592,0.9236428038416735
16,0.46191285558375617,0.8767937023651289,0.9245681395450392
17,0.4594340792835226,0.873889780517458,0.923540087393278
18,0.457237654659829,0.8750036394336274,0.923753174052851
19,0.4552658397519557,0.8744602561510988,0.9233215545438248
20,0.4534721190484323,0.8750726651907675,0.9228649959972822
21,0.4518333342772551,0.8750188979764841,0.9225373632925955
22,0.45037717584219056,0.8725083849006847,0.9217567279837717
23,0.44905817072945536,0.874885326418102,0.92189722407997
24,0.4479038441072245,0.8746416658391856,0.9211227950661179
25,0.44677517693441154,0.8744985638691695,0.9208477445551315
26,0.4458062967416823,0.8744824192530302,0.9202363565020905
