AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.9841875822725469,0.981037825687,0.0518390122636901,0.08384875141940167,1.0,1.0,1.0,MHD_v3,val
0.9846157918593436,0.9812391289919641,0.05119463511319973,0.08382177583191842,1.0,1.0,1.0,MHD_v3,test
