AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split,
0.83,0.8,0.22,0.06,0.9,1,1,MHD_v3,val
0.8,0.8,0.22,0.02,0.9,1,1,MHD_v3,test
