AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split,seed
0.7470862489289335,0.7479988012861032,0.2263945281231115,0.1096693076739978,1.0,1.0,1.0,MHD_v2,val,42
0.6827361542786021,0.6831467050702337,0.2365561107974031,0.1016925328322299,1.0,1.0,1.0,MHD_v2,test,42
0.7387713320373588,0.7158149707369716,0.263204007515405,0.1954425518711975,1.0,0.95,0.96,MHD_v2,val,123
0.6779413069858768,0.7107129128948877,0.2825561725780942,0.2316727064722442,1.0,1.0,0.98,MHD_v2,test,123
0.7416957706858982,0.715686899844983,0.2239440970857245,0.1096916382701619,1.0,0.95,0.86,MHD_v2,val,2025
0.6726846190262351,0.7010459124663215,0.2254851551828429,0.0653904747762122,0.9,0.9,0.94,MHD_v2,test,2025
