AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.5,0.4984158324915052,0.4984158324915052,0.4984158324915052,0.7,0.6,0.5,B1_rule_presence,val
0.5,0.5001790814499169,0.5001790814499169,0.5001790814499169,0.6,0.55,0.52,B1_rule_presence,test
0.12820256127246676,0.32356648100338936,0.41409981380374905,0.4377668060806858,0.0,0.05,0.02,B0_ppmi,val
0.1305781988900086,0.3255215379654295,0.4106261222776333,0.431670619165445,0.0,0.0,0.0,B0_ppmi,test
0.9578049470519544,0.9552552404479561,0.08064619609226142,0.07188021344685705,1.0,1.0,1.0,B2_logreg,val
0.9579030305682148,0.9556655227657971,0.08152407238904867,0.07440446419441799,1.0,0.95,0.98,B2_logreg,test
0.9719829575034646,0.9695943981619211,0.061424802359393425,0.014474023241823548,1.0,1.0,1.0,B2_xgboost,val
0.972413795214849,0.9701576683007578,0.061432715062091164,0.015905932483721127,1.0,1.0,1.0,B2_xgboost,test
0.9740693658581113,0.9719503608820675,0.13563844596806557,0.20398677844957538,1.0,1.0,1.0,B3_distmult,val
0.9491924008448543,0.9512146226857074,0.17091286550630744,0.21268118639584457,1.0,1.0,1.0,B3_distmult,test
0.9255775538356134,0.8782432410234746,0.17821142672852586,0.21239051908198686,0.8999999761581421,0.699999988079071,0.7200000286102295,B3_rotate,val
0.9229657514707491,0.8751338711844137,0.18044369538801716,0.2154197861100509,0.6,0.55,0.5,B3_rotate,test
0.9633767081909722,0.9631025919766656,0.1126507353782689,0.1395231012066106,1.0,1.0,1.0,MHD_v2,val
0.9631573540572387,0.9629989996526449,0.11295150210868131,0.14023481648863537,1.0,1.0,1.0,MHD_v2,test
