AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.5,0.4984158324915052,0.4984158324915052,0.4984158324915052,0.7,0.6,0.5,B1_rule_presence,val
0.5,0.5001790814499169,0.5001790814499169,0.5001790814499169,0.6,0.55,0.52,B1_rule_presence,test
0.12820256127246676,0.32356648100338936,0.41409981380374905,0.4377668060806858,0,0.05,0.02,B0_ppmi,val
0.1305781988900086,0.3255215379654295,0.4106261222776333,0.431670619,0,0,0,B0_ppmi,test
0.9578049470519544,0.9552552404479561,0.080646196,0.071880213,1,1,1,B2_logreg,val
0.9579030305682148,0.9556655227657971,0.081524072,0.074404464,1,0.95,0.98,B2_logreg,test
0.9719829575034646,0.9695943981619211,0.061424802359393425,0.014474023241823548,1,1,1,B2_xgboost,val
0.972413795,0.9701576683007578,0.061432715062091164,0.015905932483721127,1,1,1,B2_xgboost,test
0.9740693658581113,0.9719503608820675,0.13563844596806557,0.20398677844957538,1,1,1,B3_distmult,val
0.9491924008448543,0.9512146226857074,0.17091286550630744,0.21268118639584457,1,1,1,B3_distmult,test
0.9255775538356134,0.8782432410234746,0.17821142672852586,0.21239051908198686,0.8999999761581421,0.699999988,0.7200000286102295,B3_rotate,val
0.9229657514707491,0.8751338711844137,0.18044369538801716,0.2154197861100509,0.6,0.55,0.5,B3_rotate,test
