AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.5,0.4984158324915052,0.4984158324915052,0.4984158324915052,0.2,0.4,0.48,B1_rule_presence,val
0.5,0.5001790814499169,0.5001790814499169,0.5001790814499169,0.2,0.4,0.48,B1_rule_presence,test
0.12957286840023496,0.3238723808010691,0.4112642162147603,0.435200694450017,0.1,0.05,0.02,B0_ppmi,val
0.1302204548595049,0.3254789929398869,0.4109622756611188,0.43309246191055195,0.0,0.0,0.0,B0_ppmi,test
0.9570767547775076,0.9546515393876169,0.08130974134952385,0.07242105456203177,1.0,1.0,1.0,B2_logreg,val
0.9581992577296995,0.9559331969042144,0.08100022436404299,0.07390362741872011,1.0,1.0,1.0,B2_logreg,test
0.9723618356289586,0.9702681553887205,0.061491332455741655,0.017118473248818867,1.0,1.0,1.0,B2_xgboost,val
0.9724640680841312,0.9700982566943539,0.06118110400390127,0.0164172532779049,1.0,1.0,1.0,B2_xgboost,test
0.9745521327438761,0.9725498608636762,0.13582625424328118,0.2027365692570191,1.0,1.0,1.0,B3_distmult,val
0.9510637143566946,0.9530050324836471,0.16827447981917704,0.21305007652005353,1.0,1.0,1.0,B3_distmult,test
0.9250862318141773,0.8805301139280804,0.17831213516577674,0.21209625468226467,0.8999999761581421,0.8999999761581421,0.8799999952316284,B3_rotate,val
0.9208360639715928,0.8748234744442576,0.18114954460451932,0.21543046334935667,0.7,0.8,0.76,B3_rotate,test
0.963186878006188,0.962699934477367,0.1248528418458476,0.1648780239789765,1.0,1.0,1.0,MHD_v2,val
0.9635985780259599,0.9632926403344031,0.12524089269724548,0.16522605400880247,1.0,1.0,1.0,MHD_v2,test
