epoch,loss,val_AUPRC,val_AUROC
1,0.7373224496841431,0.5966165573252329,0.515788935330102
2,0.709891676902771,0.598620799930117,0.5216294424622047
3,0.6849167943000793,0.6808318635743237,0.709040248238011
4,0.6626549959182739,0.7002334996290501,0.7270268646696254
5,0.6425188779830933,0.7079591422852116,0.7342007706912993
6,0.6237701773643494,0.7117183302226013,0.737554727587044
7,0.6069613695144653,0.7140093735530426,0.7395454668686745
8,0.5914517045021057,0.7151872953369711,0.7407698896553955
9,0.5774286985397339,0.7156616027906091,0.7414484727578219
10,0.5645824074745178,0.715728171158984,0.741763828087345
11,0.5527151226997375,0.7154004352744143,0.7416453235436874
12,0.5418142676353455,0.7148054339068439,0.7411739555298763
13,0.5319528579711914,0.7142124058067271,0.7406766157473702
14,0.5230603814125061,0.7136017545449774,0.7403511443368727
15,0.5149126648902893,0.7130554644313354,0.7400088172870259
16,0.5077069997787476,0.7125330621470813,0.7396795747037844
17,0.5010296702384949,0.7121725626865509,0.7394402645074872
18,0.49558666348457336,0.7119583191006613,0.7392655822060883
19,0.4905131757259369,0.7118142151649631,0.7391326085486124
20,0.4865286350250244,0.7117861561405833,0.739022184860039
21,0.4828876852989197,0.7119307042520138,0.7389623929547126
22,0.4804823398590088,0.7120176558285929,0.7389546990430171
23,0.47820696234703064,0.712313690825327,0.7390527164595387
24,0.4771765470504761,0.7126031401351245,0.7392136974327147
25,0.4764649271965027,0.7130374825373635,0.7394642466486004
26,0.47592470049858093,0.7135647407957474,0.7397719568758844
27,0.4755643308162689,0.7140514247256458,0.7401013757511761
28,0.47498074173927307,0.7145231779618817,0.7404378736032344
29,0.47477078437805176,0.7149148789316813,0.740765635525924
30,0.47385385632514954,0.7152256883576289,0.7410533865388779
