epoch,train_loss,val_AUPRC,val_AUROC
1,0.12520006592138427,0.7303913588322282,0.6617225407112292
2,0.20617514769326162,0.7502698678585178,0.69401795726926
3,0.18742177701996848,0.78674364484199,0.7652651452833856
4,0.1849390672670258,0.7440381283115924,0.6918351525222038
5,0.19199167416012997,0.7058087264557248,0.643572797850245
6,0.17833461109718304,0.7228750255294625,0.7554744837679337
7,0.1746174380972416,0.7463925162374009,0.7723721310990171
8,0.17389158279526212,0.7657011402578694,0.7779692119392319
9,0.17414343588848652,0.7686435647190321,0.7806688089763463
10,0.17199916186724576,0.7688155395392664,0.7816568174039706
11,0.17596899503430322,0.7359997658265345,0.7705918636070841
12,0.16676049389208958,0.7689681392434877,0.7729125903933309
13,0.18202211043712826,0.6849045221620549,0.7328482370756877
