epoch,loss,val_AUPRC,val_AUROC
1,0.5985312594913005,0.8009019918674913,0.8394225355742521
2,0.5608475452614826,0.8004327397382947,0.8435389990830306
3,0.5496323942826871,0.8124428972538548,0.8591200233202351
4,0.5354752452270791,0.8298311484691787,0.8770836976469949
5,0.5230560117928851,0.8438981881925738,0.8906882715339463
6,0.5129885431524979,0.8545725725764572,0.9002969476522034
7,0.5043984339536014,0.8580576381772673,0.9056239633855965
8,0.4969705092300012,0.8619135484039946,0.9113091678375149
9,0.4905321218715324,0.8678974907803438,0.9165851595399336
10,0.4847927835840469,0.8723883278256633,0.9195162586616162
11,0.47971462845491053,0.8741640257391875,0.9209232753863298
12,0.47523929299324674,0.8749619994490649,0.9226530078529736
13,0.47130038505590305,0.8748449979570855,0.923097093718046
14,0.46782194770502983,0.8756220915126,0.9237108316660235
15,0.46471314272276726,0.8762741378694315,0.9240088371399315
16,0.4619022088402556,0.8755619393350746,0.924185957439854
17,0.4595099232760173,0.8762527976649024,0.9238198566704092
18,0.45725667616717186,0.8783619687659965,0.9241786357618211
19,0.45534115916910745,0.876124219542474,0.9236744615334881
20,0.4535232681596248,0.8764044449467275,0.9234251818532455
21,0.4519527971977976,0.8749574777978896,0.9227953341051207
22,0.4505481358919069,0.8766973917389761,0.9227456204911074
23,0.4492546893053204,0.8759721883793478,0.9215770553753513
24,0.44803687930107117,0.8747671784659281,0.9215443592597983
25,0.4469967950184102,0.8737413012658256,0.9205465426337369
26,0.44599112782714884,0.8751121159439237,0.920173039009987
27,0.44513015289530744,0.8752020641812093,0.9202897072347813
28,0.4442892352376843,0.8748776072269134,0.9197543549926043
