AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.5,0.4984158324915052,0.4984158324915052,0.4984158324915052,0.7,0.6,0.5,B1_rule_presence,val
0.5,0.5001790814499169,0.5001790814499169,0.5001790814499169,0.6,0.55,0.52,B1_rule_presence,test
0.1291213332944165,0.32375331502584265,0.4108028843058017,0.43497767304542917,0.0,0.05,0.02,B0_ppmi,val
0.12879504245862766,0.3251260544603014,0.4104984436078995,0.4328456409344624,0.0,0.0,0.0,B0_ppmi,test
0.9572032558735782,0.9545306039039938,0.08112564831365802,0.07216980291489256,1.0,0.9,0.96,B2_logreg,val
0.9585371731600587,0.9566327993857565,0.08097789114367922,0.07404487338472755,1.0,1.0,1.0,B2_logreg,test
0.9716933427042097,0.9694716879112271,0.06210111604436979,0.015167227702669673,1.0,1.0,1.0,B2_xgboost,val
0.9728072584565053,0.9705920201313514,0.06107258071333062,0.016937264545098387,1.0,1.0,1.0,B2_xgboost,test
0.9737595856078248,0.971311211513155,0.13566066506850252,0.20206987850873667,1.0,1.0,1.0,B3_distmult,val
0.9512063427365574,0.9535050635781086,0.16766916523125655,0.21243122159853942,1.0,1.0,1.0,B3_distmult,test
0.9248023288726015,0.8753353132171675,0.17808329747798105,0.21437715517881456,0.699999988079071,0.75,0.6800000071525574,B3_rotate,val
0.9228876343565111,0.8763359472575457,0.18058938402278155,0.2157769643837973,0.3,0.65,0.56,B3_rotate,test
0.9624689761420049,0.9619417567315509,0.11202675917631402,0.13845471770566176,1.0,1.0,1.0,MHD_v2,val
0.9640568770723951,0.9642059133142591,0.11114456729989887,0.13926579421944543,1.0,1.0,1.0,MHD_v2,test
