AUROC,AUPRC,Brier,ECE@10,Precision@10,Precision@20,Precision@50,model,split
0.5,0.5062084703671388,0.5062084703671388,0.5062084703671388,1.0,1.0,1.0,B1_rule_presence,val
0.5,0.4902093577927623,0.4902093577927623,0.4902093577927623,1.0,1.0,1.0,B1_rule_presence,test
0.2663114829349283,0.38870571818338295,0.43158225188661364,0.3852886262722194,0.4,0.55,0.56,B0_ppmi,val
0.31348276245100637,0.4114487061195952,0.45341785081370084,0.331091147119893,0.7,0.55,0.44,B0_ppmi,test
0.7344335992827372,0.7190507457045586,0.3395112220277054,0.3372354801329542,0.9,0.95,0.92,B2_logreg,val
0.6867165562633406,0.7032892358718363,0.33662957856952147,0.33294558353588,0.9,0.95,0.96,B2_logreg,test
0.6738051695967673,0.6496887591005311,0.46335619629432995,0.4622581115691751,0.7,0.7,0.62,B2_xgboost,val
0.6359094009931568,0.6289653816796501,0.44895263060917195,0.44646911163052716,0.9,0.85,0.78,B2_xgboost,test
0.5153804545661148,0.5600264110000919,0.2496653207048434,0.005782130532828311,0.6000000238418579,0.699999988079071,0.7599999904632568,B3_distmult,val
0.5111274063790815,0.5201462761188882,0.25008134804668475,0.010256033403594525,0.8,0.75,0.8,B3_distmult,test
0.7521773406696051,0.719691337890735,0.24392914723349823,0.18780556469765658,0.8999999761581421,0.8500000238418579,0.8199999928474426,B3_rotate,val
0.7284695577119498,0.7027422201738005,0.24506138545180695,0.18105637850870338,1.0,0.85,0.8,B3_rotate,test
0.7500604381311244,0.7241685414415332,0.22908271926853957,0.14946411072475746,1.0,0.9,0.94,MHD_v2,val
0.7483589730010695,0.7256066375529427,0.22746704099795634,0.13932979686697383,0.9,0.95,0.98,MHD_v2,test
